origin,destination,airport_origin_name,airport_dest_name,origin_city,destination_city,vehicule_type,station_lat,station_long,station_lat_dest,station_long_dest,distance_km,co2_kg,departure_time,arrival_time,source,provider
Pasing Gleis 4,Wangen Bahnhof,Dachau-Gröbenried Airfield,Wangen-Kißlegg Airfield,Pasing Gleis 4,Wangen Bahnhof,Avion,48.228675,11.422134,47.753962,9.86219,127.51998866153677,81.80856286682166,,,airports,OurAirports
Plochingen Gleis 4,Friedrichshafen Stadtbahnhof,Esslingen-Jägerhaus Airfield,Bodensee Airport Friedrichshafen,Plochingen Gleis 4,Friedrichshafen Stadtbahnhof,Avion,48.762222,9.333889,47.671299,9.51149,122.01660418010586,78.27794794084004,,,airports,OurAirports
Röthenbach (Allgäu),Pasing Gleis 4,Isny Glider Field,Dachau-Gröbenried Airfield,Röthenbach (Allgäu),Pasing Gleis 4,Avion,47.7002,10.0207,48.228675,11.422134,119.75056189692609,76.82420202595897,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 12,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 3,Friedrichshafen Stadtbahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 3,Friedrichshafen Stadtbahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Überlingen Bahnhof Therme,Giengen (Brenz),Konstanz Airfield,Giengen/Brenz Airfield,Überlingen Bahnhof Therme,Giengen (Brenz),Avion,47.681435,9.139258,48.634253,10.216484,132.6988615853233,85.13099220211114,,,airports,OurAirports
"Aalen, Hauptbahnhof",Bahnhof Überlingen,Bartholomä-Amalienhof Airfield,Konstanz Airfield,"Aalen, Hauptbahnhof",Bahnhof Überlingen,Avion,48.746666,10.005,47.681435,9.139258,134.70045404619358,86.41508424436721,,,airports,OurAirports
Augsburg Morellstraße,Lindau-Insel,Augsburg Airport,Wildberg Airfield,Augsburg Morellstraße,Lindau-Insel,Avion,48.425278,10.931667,47.600278,9.741944,127.46210451196578,81.7714281466976,,,airports,OurAirports
Bad Säckingen Bahnhof,Friedrichshafen Stadtbahnhof,Fricktal-Schupfart Airfield,Bodensee Airport Friedrichshafen,Bad Säckingen Bahnhof,Friedrichshafen Stadtbahnhof,Avion,47.5089,7.95,47.671299,9.51149,118.48314944144411,76.01111230856814,,,airports,OurAirports
Enzisweiler,Geislingen (Steige) Gleis 2,Wildberg Airfield,Donzdorf Airfield,Enzisweiler,Geislingen (Steige) Gleis 2,Avion,47.600278,9.741944,48.678177,9.845909,120.10487836487577,77.05150851608066,,,airports,OurAirports
Enzisweiler,Stuttgart Hauptbahnhof (oben) Gleis 13,Wildberg Airfield,Pattonville Airfield,Enzisweiler,Stuttgart Hauptbahnhof (oben) Gleis 13,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Eriskirch Bahnhof,Geislingen (Steige) Gleis 3,Bodensee Airport Friedrichshafen,Donzdorf Airfield,Eriskirch Bahnhof,Geislingen (Steige) Gleis 3,Avion,47.671299,9.51149,48.678177,9.845909,114.67270661815611,73.56657906690694,,,airports,OurAirports
Esslingen (N) Gleis 5,Enzisweiler,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Esslingen (N) Gleis 5,Enzisweiler,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,"Aalen, Hauptbahnhof",Bodensee Airport Friedrichshafen,Bartholomä-Amalienhof Airfield,Friedrichshafen Stadtbahnhof,"Aalen, Hauptbahnhof",Avion,47.671299,9.51149,48.746666,10.005,125.04177683440689,80.21870271873803,,,airports,OurAirports
Giengen (Brenz),Singen (Htw) Bahnhof,Giengen/Brenz Airfield,Hilzingen Airfield,Giengen (Brenz),Singen (Htw) Bahnhof,Avion,48.634253,10.216484,47.7604,8.7683,144.78130219435553,92.88230329085494,,,airports,OurAirports
Grenzach Bahnhof Bstg 2,Uhldingen-Mühlhofen Bahnhof,Herten-Rheinfelden Airfield,Konstanz Airfield,Grenzach Bahnhof Bstg 2,Uhldingen-Mühlhofen Bahnhof,Avion,47.56028,7.748333,47.681435,9.139258,105.11397710738342,67.43431751076349,,,airports,OurAirports
Göppingen Gleis 6,Nonnenhorn,Göppingen-Bezgenriet Airfield,Wildberg Airfield,Göppingen Gleis 6,Nonnenhorn,Avion,48.658611,9.624167,47.600278,9.741944,118.00540191676623,75.70462044939134,,,airports,OurAirports
Immenstadt,München Hbf Gleis 15,Agathazell Airfield,Schleissheim Airfield,Immenstadt,München Hbf Gleis 15,Avion,47.554788,10.272868,48.239166,11.559334,122.42935788142192,78.5427439738153,,,airports,OurAirports
Kressbronn Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Wildberg Airfield,Pattonville Airfield,Kressbronn Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Markdorf Bahnhof,Heidenheim (Brenz),Markdorf Glider Field,Schäfhalde Airfield,Markdorf Bahnhof,Heidenheim (Brenz),Avion,47.7072,9.391,48.6922,10.0995,121.4627792763312,77.92264976419169,,,airports,OurAirports
Memmingen,München Hbf Gleis 18,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 18,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
München Hbf Gleis 17,Heimenkirch,Schleissheim Airfield,Isny Glider Field,München Hbf Gleis 17,Heimenkirch,Avion,48.239166,11.559334,47.7002,10.0207,129.27458977604442,82.93420126350772,,,airports,OurAirports
München Hbf Gleis 17,Lindau-Reutin,Schleissheim Airfield,Wildberg Airfield,München Hbf Gleis 17,Lindau-Reutin,Avion,48.239166,11.559334,47.600278,9.741944,152.92718124812686,98.10817153057648,,,airports,OurAirports
München Hbf Gleis 20,Immenstadt,Schleissheim Airfield,Agathazell Airfield,München Hbf Gleis 20,Immenstadt,Avion,48.239166,11.559334,47.554788,10.272868,122.42935788142192,78.5427439738153,,,airports,OurAirports
München Hbf Gleis 24,Martinszell (Allgäu),Schleissheim Airfield,Agathazell Airfield,München Hbf Gleis 24,Martinszell (Allgäu),Avion,48.239166,11.559334,47.554788,10.272868,122.42935788142192,78.5427439738153,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Eriskirch Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 12,Eriskirch Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Langenargen Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 12,Langenargen Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 12,Meckenbeuren Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 12,Meckenbeuren Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 16,Meckenbeuren Bahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 16,Meckenbeuren Bahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Augsburg Hbf,Oberstaufen,Augsburg Airport,Isny Glider Field,Augsburg Hbf,Oberstaufen,Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Aulendorf Bahnhof,Waldshut Bahnhof,Reute/Bad Waldsee Airfield,Bohlhof Glider Field,Aulendorf Bahnhof,Waldshut Bahnhof,Avion,47.915,9.710278,47.6509,8.3867,103.15962055601089,66.18052896768648,,,airports,OurAirports
Bad Säckingen Bahnhof,Friedrichshafen Hafenbahnhof,Fricktal-Schupfart Airfield,Bodensee Airport Friedrichshafen,Bad Säckingen Bahnhof,Friedrichshafen Hafenbahnhof,Avion,47.5089,7.95,47.671299,9.51149,118.48314944144411,76.01111230856814,,,airports,OurAirports
Biberach (Riß),Erzingen (Baden) Bahnhof,Biberach an der Riß Airfield,Bohlhof Glider Field,Biberach (Riß),Erzingen (Baden) Bahnhof,Avion,48.112359,9.764013,47.6509,8.3867,114.81378265842952,73.65708431420853,,,airports,OurAirports
Donauwörth,Röthenbach (Allgäu),Stillberghof Airfield,Isny Glider Field,Donauwörth,Röthenbach (Allgäu),Avion,48.7309,10.834,47.7002,10.0207,129.4829555674513,83.06787525551889,,,airports,OurAirports
Enzisweiler,Esslingen (N) Gleis 3,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Enzisweiler,Esslingen (N) Gleis 3,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Esslingen (N) Gleis 5,Kressbronn Bahnhof,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Esslingen (N) Gleis 5,Kressbronn Bahnhof,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Westerstetten,Bodensee Airport Friedrichshafen,Oppingen-Au Airfield,Friedrichshafen Stadtbahnhof,Westerstetten,Avion,47.671299,9.51149,48.5566,9.8219,101.10208879898876,64.86054989725548,,,airports,OurAirports
Giengen (Brenz),Radolfzell Bahnhof,Giengen/Brenz Airfield,Radolfzell-Stahlringen Airfield,Giengen (Brenz),Radolfzell Bahnhof,Avion,48.634253,10.216484,47.802587,8.979378,130.199042621655,83.52727031512343,,,airports,OurAirports
Göppingen Gleis 6,Kressbronn Bahnhof,Göppingen-Bezgenriet Airfield,Wildberg Airfield,Göppingen Gleis 6,Kressbronn Bahnhof,Avion,48.658611,9.624167,47.600278,9.741944,118.00540191676623,75.70462044939134,,,airports,OurAirports
Kißlegg Bahnhof,München Hbf Gleis 24,Wangen-Kißlegg Airfield,Schleissheim Airfield,Kißlegg Bahnhof,München Hbf Gleis 24,Avion,47.753962,9.86219,48.239166,11.559334,137.3209505352127,88.0962250130761,,,airports,OurAirports
Leutkirch Bahnhof,München Hbf Gleis 24,Leutkirch-Unterzeil Airfield,Schleissheim Airfield,Leutkirch Bahnhof,München Hbf Gleis 24,Avion,47.858891,10.014167,48.239166,11.559334,122.39075173394413,78.51797677083692,,,airports,OurAirports
Lindau-Reutin,Plochingen Gleis 1,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Lindau-Reutin,Plochingen Gleis 1,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Löwental Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Bodensee Airport Friedrichshafen,Pattonville Airfield,Löwental Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 11,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Memmingen,München Hbf Gleis 16,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 16,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
Memmingen,München Hbf Gleis 24,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 24,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
Nonnenhorn,Plochingen Gleis 1,Wildberg Airfield,Esslingen-Jägerhaus Airfield,Nonnenhorn,Plochingen Gleis 1,Avion,47.600278,9.741944,48.762222,9.333889,132.69659608442248,85.12953880351212,,,airports,OurAirports
Nürnberg Hbf,Lindau-Reutin,Nuremberg Airport,Wildberg Airfield,Nürnberg Hbf,Lindau-Reutin,Avion,49.498699,11.078056,47.600278,9.741944,232.87102456405796,93.85227069705202,,,airports,OurAirports
Oberstaufen,Augsburg Messe,Isny Glider Field,Augsburg Airport,Oberstaufen,Augsburg Messe,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Pasing Gleis 4,"Aitrach (Kr Ravensb), Bahnhof",Dachau-Gröbenried Airfield,Tannheim Airfield,Pasing Gleis 4,"Aitrach (Kr Ravensb), Bahnhof",Avion,48.228675,11.422134,48.009998,10.098611,101.21015886337119,64.92988064884076,,,airports,OurAirports
Plochingen Gleis 4,Lindau-Reutin,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Plochingen Gleis 4,Lindau-Reutin,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Berg Airfield,Pattonville Airfield,Ravensburg Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Avion,47.830746,9.539587,48.864166,9.224722,117.24302241925854,75.21552715739165,,,airports,OurAirports
Rheinfelden (Baden) Bahnhof,Markdorf Bahnhof,Herten-Rheinfelden Airfield,Markdorf Glider Field,Rheinfelden (Baden) Bahnhof,Markdorf Bahnhof,Avion,47.56028,7.748333,47.7072,9.391,124.16307588175498,79.65498511743743,,,airports,OurAirports
Röthenbach (Allgäu),Inningen,Isny Glider Field,Augsburg Airport,Röthenbach (Allgäu),Inningen,Avion,47.7002,10.0207,48.425278,10.931667,105.27553917390595,67.53796526524285,,,airports,OurAirports
Schwörstadt Bahnhof,Bermatingen-Ahausen Bahnhof,Hütten Glider Field,Markdorf Glider Field,Schwörstadt Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.6333,7.9412,47.7072,9.391,108.86746269757879,69.8423106818594,,,airports,OurAirports
Singen (Htw) Bahnhof,Ulm Hbf,Hilzingen Airfield,Erbach Airfield,Singen (Htw) Bahnhof,Ulm Hbf,Avion,47.7604,8.7683,48.34222,9.916111,107.07009095068257,68.6892334184879,,,airports,OurAirports
Sontheim (Brenz),Friedrichshafen Stadtbahnhof,Gundelfingen Airfield,Bodensee Airport Friedrichshafen,Sontheim (Brenz),Friedrichshafen Stadtbahnhof,Avion,48.569343,10.358541,47.671299,9.51149,118.00286354914324,75.70299199718205,,,airports,OurAirports
Eriskirch Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 13,Bodensee Airport Friedrichshafen,Pattonville Airfield,Eriskirch Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 13,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Esslingen (N) Gleis 5,Eriskirch Bahnhof,Esslingen-Jägerhaus Airfield,Bodensee Airport Friedrichshafen,Esslingen (N) Gleis 5,Eriskirch Bahnhof,Avion,48.762222,9.333889,47.671299,9.51149,122.01660418010586,78.27794794084004,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Bodensee Airport Friedrichshafen,Pattonville Airfield,Friedrichshafen Stadtbahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Geltendorf,Lindau-Reutin,Jesenwang Airfield,Wildberg Airfield,Geltendorf,Lindau-Reutin,Avion,48.174366,11.125363,47.600278,9.741944,121.30762979884467,77.8231159113743,,,airports,OurAirports
Göppingen Gleis 6,Lindau-Aeschach,Göppingen-Bezgenriet Airfield,Wildberg Airfield,Göppingen Gleis 6,Lindau-Aeschach,Avion,48.658611,9.624167,47.600278,9.741944,118.00540191676623,75.70462044939134,,,airports,OurAirports
Heimenkirch,Nürnberg Hbf,Isny Glider Field,Nuremberg Airport,Heimenkirch,Nürnberg Hbf,Avion,47.7002,10.0207,49.498699,11.078056,214.56143366925602,86.47309295594779,,,airports,OurAirports
Immenstadt,Augsburg Messe,Agathazell Airfield,Augsburg Airport,Immenstadt,Augsburg Messe,Avion,47.554788,10.272868,48.425278,10.931667,108.5010512066977,69.60724480864609,,,airports,OurAirports
Inningen,Röthenbach (Allgäu),Augsburg Airport,Isny Glider Field,Inningen,Röthenbach (Allgäu),Avion,48.425278,10.931667,47.7002,10.0207,105.27553917390595,67.53796526524285,,,airports,OurAirports
Kempten (Allgäu) Hbf,Treuchtlingen,Kempten-Durach Airfield,Treuchtlingen-Bubenheim Airfield,Kempten (Allgäu) Hbf,Treuchtlingen,Avion,47.691944,10.338056,48.996113,10.884167,150.52773398350575,96.56884162274231,,,airports,OurAirports
Lindau-Reutin,Donauwörth,Wildberg Airfield,Stillberghof Airfield,Lindau-Reutin,Donauwörth,Avion,47.600278,9.741944,48.7309,10.834,149.5459055364691,95.9389641025441,,,airports,OurAirports
Lindau-Reutin,München Hbf Gleis 25,Wildberg Airfield,Schleissheim Airfield,Lindau-Reutin,München Hbf Gleis 25,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Memmingen,München Hbf Gleis 14,Memmingen Allgau Airport,Schleissheim Airfield,Memmingen,München Hbf Gleis 14,Avion,47.988092,10.238248,48.239166,11.559334,101.97190997185704,65.41857080715657,,,airports,OurAirports
München Hbf Gleis 24,Heimenkirch,Schleissheim Airfield,Isny Glider Field,München Hbf Gleis 24,Heimenkirch,Avion,48.239166,11.559334,47.7002,10.0207,129.27458977604442,82.93420126350772,,,airports,OurAirports
München Hbf Gleis 24,Kißlegg Bahnhof,Schleissheim Airfield,Wangen-Kißlegg Airfield,München Hbf Gleis 24,Kißlegg Bahnhof,Avion,48.239166,11.559334,47.753962,9.86219,137.3209505352127,88.0962250130761,,,airports,OurAirports
Nonnenhorn,Stuttgart Hauptbahnhof (oben) Gleis 13,Wildberg Airfield,Pattonville Airfield,Nonnenhorn,Stuttgart Hauptbahnhof (oben) Gleis 13,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Pasing Gleis 4,Lindau-Reutin,Dachau-Gröbenried Airfield,Wildberg Airfield,Pasing Gleis 4,Lindau-Reutin,Avion,48.228675,11.422134,47.600278,9.741944,143.39145073459667,91.99066464098794,,,airports,OurAirports
Plochingen Gleis 4,Nonnenhorn,Esslingen-Jägerhaus Airfield,Wildberg Airfield,Plochingen Gleis 4,Nonnenhorn,Avion,48.762222,9.333889,47.600278,9.741944,132.69659608442248,85.12953880351212,,,airports,OurAirports
Sontheim (Brenz),Ludwigshafen(Bodensee) Bahnhof,Gundelfingen Airfield,Radolfzell-Stahlringen Airfield,Sontheim (Brenz),Ludwigshafen(Bodensee) Bahnhof,Avion,48.569343,10.358541,47.802587,8.979378,133.12445383242715,85.40402461427077,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 14,Ravensburg Bahnhof,Pattonville Airfield,Berg Airfield,Stuttgart Hauptbahnhof (oben) Gleis 14,Ravensburg Bahnhof,Avion,48.864166,9.224722,47.830746,9.539587,117.24302241925854,75.21552715739165,,,airports,OurAirports
Stuttgart Hauptbahnhof (oben) Gleis 15,Friedrichshafen Stadtbahnhof,Pattonville Airfield,Bodensee Airport Friedrichshafen,Stuttgart Hauptbahnhof (oben) Gleis 15,Friedrichshafen Stadtbahnhof,Avion,48.864166,9.224722,47.671299,9.51149,134.32804296213433,86.17616942087686,,,airports,OurAirports
Wangen Bahnhof,Geltendorf,Wangen-Kißlegg Airfield,Jesenwang Airfield,Wangen Bahnhof,Geltendorf,Avion,47.753962,9.86219,48.174366,11.125363,105.02541546017464,67.3775020957112,,,airports,OurAirports
Wasserburg (Bodensee),Stuttgart Hauptbahnhof (oben) Gleis 13,Wildberg Airfield,Pattonville Airfield,Wasserburg (Bodensee),Stuttgart Hauptbahnhof (oben) Gleis 13,Avion,47.600278,9.741944,48.864166,9.224722,145.66489990212412,93.44916233298383,,,airports,OurAirports
Aulendorf Bahnhof,Badischer Bahnhof,Reute/Bad Waldsee Airfield,EuroAirport Basel–Mulhouse–Freiburg,Aulendorf Bahnhof,Badischer Bahnhof,Avion,47.915,9.710278,47.60068,7.521117,167.32973845227622,107.34791910933423,,,airports,OurAirports
Bad Säckingen Bahnhof,Bermatingen-Ahausen Bahnhof,Fricktal-Schupfart Airfield,Markdorf Glider Field,Bad Säckingen Bahnhof,Bermatingen-Ahausen Bahnhof,Avion,47.5089,7.95,47.7072,9.391,110.2537349175682,70.7316531233847,,,airports,OurAirports
Bahnhof Überlingen,Badischer Bahnhof,Konstanz Airfield,EuroAirport Basel–Mulhouse–Freiburg,Bahnhof Überlingen,Badischer Bahnhof,Avion,47.681435,9.139258,47.60068,7.521117,121.56121768192486,77.98580146752106,,,airports,OurAirports
Friedrichshafen Stadtbahnhof,Reichenbach (F) Gleis 2,Bodensee Airport Friedrichshafen,Hahnweide Airfield,Friedrichshafen Stadtbahnhof,Reichenbach (F) Gleis 2,Avion,47.671299,9.51149,48.631841,9.429201,106.98169136950506,68.63252197450122,,,airports,OurAirports
Heidenheim (Brenz),Bahnhof Überlingen,Schäfhalde Airfield,Konstanz Airfield,Heidenheim (Brenz),Bahnhof Überlingen,Avion,48.6922,10.0995,47.681435,9.139258,133.0368403826606,85.34781750126491,,,airports,OurAirports
Heimenkirch,München Hbf Gleis 18,Isny Glider Field,Schleissheim Airfield,Heimenkirch,München Hbf Gleis 18,Avion,47.7002,10.0207,48.239166,11.559334,129.27458977604442,82.93420126350772,,,airports,OurAirports
Hergatz,München Hbf Gleis 24,Wildberg Airfield,Schleissheim Airfield,Hergatz,München Hbf Gleis 24,Avion,47.600278,9.741944,48.239166,11.559334,152.92718124812686,98.10817153057648,,,airports,OurAirports
Immenstadt,Pasing Gleis 4,Agathazell Airfield,Dachau-Gröbenried Airfield,Immenstadt,Pasing Gleis 4,Avion,47.554788,10.272868,48.228675,11.422134,113.82897864724961,73.02529786483906,,,airports,OurAirports
Langenargen Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Bodensee Airport Friedrichshafen,Pattonville Airfield,Langenargen Bahnhof,Stuttgart Hauptbahnhof (oben) Gleis 14,Avion,47.671299,9.51149,48.864166,9.224722,134.32804296213433,86.17616942087686,,,airports,OurAirports
Langenau (Württ),Friedrichshafen Stadtbahnhof,Günzburg-Donauried Airfield,Bodensee Airport Friedrichshafen,Langenau (Württ),Friedrichshafen Stadtbahnhof,Avion,48.486668,10.283333,47.671299,9.51149,107.2740858259529,68.82010331389196,,,airports,OurAirports
